x,y,score
0.0,0.0,3.0
0.0,0.01,2.9632499999999995
0.0,0.02,2.9317499999999996
0.0,0.03,2.72325
0.0,0.04,2.6970000000000005
0.0,0.05,2.7495000000000003
0.0,0.06,2.5592499999999996
0.0,0.07,2.4475000000000002
0.0,0.08,2.3364999999999996
0.0,0.09,2.48125
0.0,0.1,2.232
0.0,0.11,2.4354999999999998
0.0,0.12,2.4245
0.0,0.13,2.1664999999999996
0.0,0.14,2.3095
0.0,0.15,2.20925
0.0,0.16,2.169
0.0,0.17,2.15825
0.0,0.18,2.216
0.0,0.19,2.112
0.0,0.2,2.2380000000000004
0.0,0.21,1.97425
0.0,0.22,1.9630000000000003
0.0,0.23,1.9175
0.0,0.24,1.9555
0.0,0.25,1.8497499999999998
0.0,0.26,1.97975
0.0,0.27,1.8925000000000005
0.0,0.28,1.8677500000000002
0.0,0.29,1.9322500000000002
0.0,0.3,1.85
0.0,0.31,1.832
0.0,0.32,1.8857500000000003
0.0,0.33,1.78175
0.0,0.34,1.75625
0.0,0.35000000000000003,1.8435000000000001
0.0,0.36,1.54625
0.0,0.37,1.8352500000000003
0.0,0.38,1.6162499999999997
0.0,0.39,1.7232499999999997
0.0,0.4,1.6504999999999999
0.0,0.41000000000000003,1.5977499999999998
0.0,0.42,1.4762499999999998
0.0,0.43,1.4949999999999999
0.0,0.44,1.40325
0.0,0.45,1.6192499999999999
0.0,0.46,1.5157500000000002
0.0,0.47000000000000003,1.38425
0.0,0.48,1.46475
0.0,0.49,1.38975
0.0,0.5,1.36875
0.0,0.51,1.35275
0.0,0.52,1.3767500000000001
0.0,0.53,1.3655
0.0,0.54,1.39675
0.0,0.55,1.246
0.0,0.56,1.2167500000000002
0.0,0.5700000000000001,1.2617500000000001
0.0,0.58,1.2422499999999999
0.0,0.59,1.1867500000000002
0.0,0.6,1.1517499999999998
0.0,0.61,1.16025
0.0,0.62,1.1400000000000001
0.0,0.63,1.13625
0.0,0.64,1.07225
0.0,0.65,1.0625
0.0,0.66,1.04
0.0,0.67,0.9884999999999998
0.0,0.68,0.9714999999999998
0.0,0.6900000000000001,0.9060000000000002
0.0,0.7000000000000001,0.9227500000000001
0.0,0.71,0.8962499999999999
0.0,0.72,0.9112500000000001
0.0,0.73,0.8342500000000002
0.0,0.74,0.8182499999999999
0.0,0.75,0.8470000000000001
0.0,0.76,0.817
0.0,0.77,0.69875
0.0,0.78,0.751
0.0,0.79,0.75125
0.0,0.8,0.6747500000000001
0.0,0.81,0.6489999999999999
0.0,0.8200000000000001,0.6002500000000001
0.0,0.8300000000000001,0.6104999999999999
0.0,0.84,0.675
0.0,0.85,0.547
0.0,0.86,0.63725
0.0,0.87,0.506
0.0,0.88,0.6242499999999999
0.0,0.89,0.40374999999999994
0.0,0.9,0.35324999999999995
0.0,0.91,0.502
0.0,0.92,0.35574999999999996
0.0,0.93,0.2385
0.0,0.9400000000000001,0.25825000000000004
0.0,0.9500000000000001,0.30700000000000005
0.0,0.96,0.1525
0.0,0.97,0.17350000000000002
0.0,0.98,0.06074999999999999
0.0,0.99,0.03375000000000001
0.0,1.0,0.0
0.01,0.0,3.0
0.01,0.01,2.9549999999999996
0.01,0.02,2.9362500000000002
0.01,0.03,2.8267499999999997
0.01,0.04,2.7210000000000005
0.01,0.05,2.6955000000000005
0.01,0.06,2.7557500000000004
0.01,0.07,2.38275
0.01,0.08,2.6045000000000003
0.01,0.09,2.6584999999999996
0.01,0.1,2.4797499999999997
0.01,0.11,2.4585
0.01,0.12,2.26875
0.01,0.13,2.2972500000000005
0.01,0.14,2.3872500000000003
0.01,0.15,2.4774999999999996
0.01,0.16,2.1784999999999997
0.01,0.17,2.3092499999999996
0.01,0.18,2.0654999999999997
0.01,0.19,2.2462499999999994
0.01,0.2,1.9612499999999997
0.01,0.21,2.1227500000000004
0.01,0.22,1.9872500000000002
0.01,0.23,2.12725
0.01,0.24,2.0594999999999994
0.01,0.25,1.9965000000000004
0.01,0.26,2.1094999999999997
0.01,0.27,1.9880000000000002
0.01,0.28,1.85825
0.01,0.29,1.8735000000000004
0.01,0.3,1.9642499999999998
0.01,0.31,1.9580000000000002
0.01,0.32,1.89725
0.01,0.33,1.6492499999999999
0.01,0.34,1.7717500000000002
0.01,0.35000000000000003,1.7979999999999996
0.01,0.36,1.8935000000000002
0.01,0.37,1.7055000000000002
0.01,0.38,1.6189999999999998
0.01,0.39,1.6432499999999997
0.01,0.4,1.53675
0.01,0.41000000000000003,1.6392499999999999
0.01,0.42,1.58
0.01,0.43,1.4372500000000001
0.01,0.44,1.58725
0.01,0.45,1.45675
0.01,0.46,1.4417500000000003
0.01,0.47000000000000003,1.4229999999999998
0.01,0.48,1.4555000000000002
0.01,0.49,1.48325
0.01,0.5,1.4605000000000001
0.01,0.51,1.3982499999999998
0.01,0.52,1.30275
0.01,0.53,1.36475
0.01,0.54,1.3227499999999999
0.01,0.55,1.325
0.01,0.56,1.26425
0.01,0.5700000000000001,1.2577500000000001
0.01,0.58,1.22475
0.01,0.59,1.2497500000000001
0.01,0.6,1.1880000000000002
0.01,0.61,1.18825
0.01,0.62,1.11625
0.01,0.63,1.0995000000000001
0.01,0.64,1.081
0.01,0.65,1.0455
0.01,0.66,1.0235
0.01,0.67,0.9979999999999999
0.01,0.68,0.9942499999999999
0.01,0.6900000000000001,0.93925
0.01,0.7000000000000001,0.9364999999999999
0.01,0.71,0.9100000000000001
0.01,0.72,0.91325
0.01,0.73,0.8675
0.01,0.74,0.842
0.01,0.75,0.8542499999999998
0.01,0.76,0.8534999999999998
0.01,0.77,0.834
0.01,0.78,0.7205
0.01,0.79,0.8055
0.01,0.8,0.711
0.01,0.81,0.6855
0.01,0.8200000000000001,0.763
0.01,0.8300000000000001,0.6732499999999999
0.01,0.84,0.7532500000000001
0.01,0.85,0.5817500000000001
0.01,0.86,0.635
0.01,0.87,0.58625
0.01,0.88,0.4670000000000001
0.01,0.89,0.5112500000000001
0.01,0.9,0.48024999999999995
0.01,0.91,0.4304999999999999
0.01,0.92,0.36050000000000004
0.01,0.93,0.32725
0.01,0.9400000000000001,0.31975
0.01,0.9500000000000001,0.20000000000000004
0.01,0.96,0.20024999999999998
0.01,0.97,0.10049999999999999
0.01,0.98,0.11024999999999999
0.01,0.99,0.035250000000000004
0.01,1.0,0.0
0.02,0.0,3.0
0.02,0.01,2.9669999999999996
0.02,0.02,2.85775
0.02,0.03,2.8245000000000005
0.02,0.04,2.7022500000000003
0.02,0.05,2.85225
0.02,0.06,2.583
0.02,0.07,2.3215000000000003
0.02,0.08,2.6279999999999997
0.02,0.09,2.522
0.02,0.1,2.7045000000000003
0.02,0.11,2.6
0.02,0.12,2.2962499999999997
0.02,0.13,2.258
0.02,0.14,2.3505
0.02,0.15,2.319
0.02,0.16,2.3280000000000003
0.02,0.17,2.32225
0.02,0.18,2.27525
0.02,0.19,2.17875
0.02,0.2,2.15
0.02,0.21,2.1535
0.02,0.22,2.1875000000000004
0.02,0.23,2.10275
0.02,0.24,1.9235000000000002
0.02,0.25,2.0035
0.02,0.26,2.082
0.02,0.27,1.89225
0.02,0.28,1.9884999999999997
0.02,0.29,1.89525
0.02,0.3,1.7550000000000001
0.02,0.31,1.8887500000000004
0.02,0.32,1.9185000000000003
0.02,0.33,1.8030000000000002
0.02,0.34,1.67625
0.02,0.35000000000000003,1.8255
0.02,0.36,1.6220000000000003
0.02,0.37,1.65875
0.02,0.38,1.6882499999999996
0.02,0.39,1.65075
0.02,0.4,1.5935
0.02,0.41000000000000003,1.56875
0.02,0.42,1.689
0.02,0.43,1.5492499999999998
0.02,0.44,1.5485
0.02,0.45,1.5384999999999998
0.02,0.46,1.5405
0.02,0.47000000000000003,1.45825
0.02,0.48,1.4715
0.02,0.49,1.4475
0.02,0.5,1.41975
0.02,0.51,1.439
0.02,0.52,1.35925
0.02,0.53,1.3655000000000002
0.02,0.54,1.3167499999999999
0.02,0.55,1.2797500000000002
0.02,0.56,1.2655
0.02,0.5700000000000001,1.2405
0.02,0.58,1.2352500000000002
0.02,0.59,1.20775
0.02,0.6,1.1925000000000001
0.02,0.61,1.15525
0.02,0.62,1.1207499999999997
0.02,0.63,1.1177500000000002
0.02,0.64,1.0875000000000001
